wall_iso,wall_s,step,action,t_raw,t_ema,dv_reg,v,u,food,tension_bucket,regulating,reif_count,lx,ly,rx,stick_intensity
2026-06-11T05:55:14.263,0.628,1,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.1564,0.0
2026-06-11T05:55:14.379,0.744,2,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.1557,0.0
2026-06-11T05:55:14.408,0.772,3,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.442,0.807,4,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.466,0.831,5,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.490,0.854,6,STOP,0.001737,0.000347,-0.000347,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.535,0.9,7,STOP,0.002225,0.000723,-0.000376,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.583,0.948,8,STOP,0.003218,0.001222,-0.000499,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.1576,0.0
2026-06-11T05:55:14.638,1.003,9,STOP,0.005225,0.002023,-0.000801,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.697,1.062,10,STOP,0.006074,0.002833,-0.00081,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.790,1.155,11,STOP,0.007385,0.003743,-0.00091,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.1576,0.0
2026-06-11T05:55:14.821,1.185,12,STOP,0.007066,0.004408,-0.000664,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.850,1.215,13,STOP,0.006675,0.004861,-0.000453,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.157,0.0
2026-06-11T05:55:14.878,1.243,14,STOP,0.00539,0.004967,-0.000106,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.1576,0.0
2026-06-11T05:55:14.905,1.269,15,STOP,0.005092,0.004992,-2.5e-05,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.1564,0.0
