# SECTION,summary
session_id,mode,scenario,poc,total_steps,total_nodes,total_edges,reification_count,avg_abs_v_deviation,dvr_enabled,invert_food,regulating_always,v_low,v_high,v_star,v_init,decay_alpha,beta,bucket_edges_lo,bucket_edges_hi,stick_deadzone
20260422_104446,DVRoff,S1norm,always,6716,16,15,3,0.0,0,0,1,0.4,0.8,0.8,0.8,0.00022,0.001,0.05,0.15,0.3

# SECTION,action_log
seg_idx,action,duration_s,mean_tension,std_tension,mean_dv,mean_stick,max_stick
0,STOP,3.41,0.022634,0.040158,-1.7e-05,0.0,0.0
1,FORWARD,50.39,0.032418,0.01021,-4.3e-05,0.9949,1.0
2,STOP,2.01,0.030789,0.021258,0.001151,0.0,0.0
3,BACK,50.54,0.030536,0.010603,-2.7e-05,0.9913,1.0
4,STOP,2.35,0.014659,0.013715,0.000639,0.0,0.0
5,ROT_R,1.45,0.10182,0.055657,-0.004071,0.8816,0.9187
6,STOP,0.8,0.062723,0.036463,0.006924,0.0,0.0
7,ROT_R,0.17,0.012767,0.001785,0.001674,0.854,0.9434
8,STOP,0.81,0.018146,0.006664,9.3e-05,0.0,0.0
9,LEFT,50.7,0.076723,0.037311,-1.4e-05,0.9994,1.0
10,STOP,0.6,0.030444,0.001675,-0.00033,0.0,0.0
11,BACK,2.85,0.015467,0.004801,0.000259,0.9358,0.9505
12,STOP,0.34,0.015708,0.000746,-0.000284,0.0,0.0
13,RIGHT,50.79,0.07381,0.034717,-2.8e-05,0.9996,1.0
14,STOP,49.94,0.00211,0.005348,4.2e-05,0.0,0.0

# SECTION,action_agg
action,total_dur_s,mean_tension,std_tension,mean_dv,mean_stick,max_stick,segments
STOP,60.26,0.024652,0.016789,0.001027,0.0,0.0,8
BACK,53.39,0.023002,0.007535,0.000116,0.9635,1.0,2
RIGHT,50.79,0.07381,0.0,-2.8e-05,0.9996,1.0,1
LEFT,50.7,0.076723,0.0,-1.4e-05,0.9994,1.0,1
FORWARD,50.39,0.032418,0.0,-4.3e-05,0.9949,1.0,1
ROT_R,1.62,0.057293,0.044526,-0.001198,0.8678,0.9434,2

# SECTION,nodes
action,tension_bucket,count,mean_dv,std_dv
STOP,L,1434,1e-06,2.1e-05
BACK,L,1305,4.8e-05,0.00198
FORWARD,L,1250,-2.5e-05,0.002417
RIGHT,M,929,8.1e-05,0.00287
LEFT,M,880,0.000146,0.003229
LEFT,L,321,0.00013,0.002032
RIGHT,L,261,0.000131,0.002201
LEFT,H,77,-0.000248,0.003479
FORWARD,M,73,-0.000757,0.003079
RIGHT,H,62,-0.000399,0.005328
BACK,M,44,-0.001065,0.002925
STOP,M,42,0.001899,0.010132
ROT_R,M,20,-0.004562,0.006689
ROT_R,L,12,-0.002907,0.006061
ROT_R,H,5,-0.000303,0.002111
STOP,H,1,-0.004785,0.0

# SECTION,reification
from_action,from_bucket,to_action,to_bucket,count,mean_dv,std_dv
FORWARD,M,FORWARD,L,13,0.002944,0.00224
BACK,M,BACK,L,13,0.002272,0.001569
LEFT,M,LEFT,L,11,0.001783,0.002759
