# SECTION,summary
session_id,mode,scenario,poc,total_steps,total_nodes,total_edges,reification_count,avg_abs_v_deviation,dvr_enabled,invert_food,regulating_always,v_low,v_high,v_star,v_init,decay_alpha,beta,bucket_edges_lo,bucket_edges_hi,stick_deadzone
20260611_054726,DVRoff,S1norm,always,1411,3,0,0,0.0,0,0,1,0.4,0.8,0.8,0.8,0.00022,0.001,0.05,0.15,0.3

# SECTION,action_log
seg_idx,action,duration_s,mean_tension,std_tension,mean_dv,mean_stick,max_stick
0,STOP,56.59,0.016458,0.040461,-2e-06,0.0,0.0

# SECTION,action_agg
action,total_dur_s,mean_tension,std_tension,mean_dv,mean_stick,max_stick,segments
STOP,56.59,0.016458,0.0,-2e-06,0.0,0.0,1

# SECTION,nodes
action,tension_bucket,count,mean_dv,std_dv
STOP,L,1237,-2e-06,0.000141
STOP,M,148,0.000373,0.007634
STOP,H,26,-0.002306,0.011165

# SECTION,reification
from_action,from_bucket,to_action,to_bucket,count,mean_dv,std_dv
