wall_iso,wall_s,step,action,t_raw,t_ema,dv_reg,v,u,food,tension_bucket,regulating,reif_count,lx,ly,rx,stick_intensity
2026-04-22T10:44:46.970,0.437,1,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.082,0.55,2,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.108,0.576,3,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.136,0.604,4,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.175,0.643,5,STOP,0.0,0.0,0.0,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.212,0.68,6,STOP,0.09767,0.019534,-0.019534,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.248,0.716,7,STOP,0.1342,0.042467,-0.022933,0.8,0.0,0.0,L,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.282,0.75,8,STOP,0.153181,0.06461,-0.022143,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.322,0.79,9,STOP,0.219262,0.09554,-0.03093,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.362,0.829,10,STOP,0.211263,0.118685,-0.023145,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.394,0.862,11,STOP,0.200753,0.135099,-0.016414,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.421,0.889,12,STOP,0.186724,0.145424,-0.010325,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.456,0.924,13,STOP,0.16935,0.150209,-0.004785,0.8,0.0,0.0,H,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.490,0.958,14,STOP,0.089179,0.138003,0.012206,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.521,0.989,15,STOP,0.077475,0.125897,0.012106,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.552,1.02,16,STOP,0.06237,0.113192,0.012706,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.601,1.069,17,STOP,0.046237,0.099801,0.013391,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.646,1.114,18,STOP,0.028075,0.085456,0.014345,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.680,1.148,19,STOP,0.02271,0.072907,0.012549,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.719,1.186,20,STOP,0.015587,0.061443,0.011464,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
2026-04-22T10:44:47.747,1.215,21,STOP,0.010542,0.051262,0.01018,0.8,0.0,0.0,M,0,0,-0.0,0.0,-0.0,0.0
